Wallclock,Robot,State,Duration,From,To,TotalDistance,IdleTime,TotalTime
04:04:49.244527,MSR2,Park,1510.755492766515,m38,m38,170.0550943311812,14079.18953066795,16200.0
04:30:00.000020,MSR1,Move,43.7945160956811,m28,m11,117.31635119444825,14804.093997649925,16243.79451609568
04:30:00.000020,MSR2,Move,43.79451609568108,m38,m41,183.19344915988555,14079.18953066795,16243.79451609568
04:30:43.794536,MSR1,Calibrate,10.861419243828191,m11,m11,117.31635119444825,14804.093997649925,16254.65593533951
04:30:43.794536,MSR2,Calibrate,9.330268603237933,m41,m41,183.19344915988555,14079.18953066795,16253.124784698919
04:30:53.124805,MSR2,Wait,5.0848928433442016,m41,m41,183.19344915988555,14084.274423511295,16258.209677542263
04:30:54.655956,MSR1,Wait,7.659829523529994,m11,m11,117.31635119444825,14811.753827173456,16262.31576486304
04:30:58.209698,MSR2,Swabbing,12.047231659554226,m41,m41,183.19344915988555,14084.274423511295,16270.256909201818
04:31:02.315785,MSR1,Swabbing,11.805265293976488,m11,m11,117.31635119444825,14811.753827173456,16274.121030157017
04:31:10.256929,MSR2,Move,2.7896296296296326,m41,m42,184.03033804877444,14084.274423511295,16273.046538831448
04:31:13.046559,MSR2,Calibrate,8.95320765908882,m42,m42,184.03033804877444,14084.274423511295,16281.999746490537
04:31:14.121050,MSR1,Move,2.7896296296296326,m11,m12,118.15324008333714,14811.753827173456,16276.910659786647
04:31:16.910680,MSR1,Calibrate,8.971319877288398,m12,m12,118.15324008333714,14811.753827173456,16285.881979663935
04:31:21.999767,MSR2,Wait,9.974434534669514,m42,m42,184.03033804877444,14094.248858045965,16291.974181025207
04:31:25.882000,MSR1,Wait,8.433586872775294,m12,m12,118.15324008333714,14820.187414046231,16294.31556653671
04:31:31.974201,MSR2,Swabbing,12.041804365579285,m42,m42,184.03033804877444,14094.248858045965,16304.015985390786
04:31:34.315587,MSR1,Swabbing,12.115122072373246,m12,m12,118.15324008333714,14820.187414046231,16306.430688609084
04:31:44.016006,MSR2,Move,2.7896296296296326,m42,m43,184.86722693766333,14094.248858045965,16306.805615020416
04:31:46.430709,MSR1,Move,2.7896296296296326,m12,m13,118.99012897222603,14820.187414046231,16309.220318238713
04:31:46.805635,MSR2,Calibrate,11.615727557029015,m43,m43,184.86722693766333,14094.248858045965,16318.421342577445
04:31:49.220338,MSR1,Calibrate,10.139996943468478,m13,m13,118.99012897222603,14820.187414046231,16319.36031518218
04:31:58.421362,MSR2,Wait,9.454006949214747,m43,m43,184.86722693766333,14103.702864995179,16327.87534952666
04:31:59.360335,MSR1,Wait,6.250410156637631,m13,m13,118.99012897222603,14826.437824202869,16325.610725338818
04:32:05.610745,MSR1,Swabbing,12.059594337341517,m13,m13,118.99012897222603,14826.437824202869,16337.67031967616
